LoanID,Grade,SubGrade,Purpose,Term,ApplicationType,LoanStatus,VerificationStatus
469700,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1052195,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
416011,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
366642,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
503291,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
509814,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
647918,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
427567,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
510418,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
882293,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
546618,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
536184,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
460298,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1002502,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
525021,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
790363,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
285781,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1043703,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
566203,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
891014,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
472349,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
452382,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
666742,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1009799,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
450494,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
441972,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
808113,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
514148,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
502525,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
749459,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
875099,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
598794,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
731149,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
460569,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
654549,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
453894,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
879349,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
465704,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
470102,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
863912,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
376508,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
457887,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
703890,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
506658,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
767944,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
871152,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
486867,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
443101,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
756328,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
427746,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
873560,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
626909,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
988008,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
497350,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
515283,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
298963,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
777985,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
597965,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1015764,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
464784,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
581960,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
886928,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
62102,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
984893,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
348438,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
680470,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
464357,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
475991,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
724703,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
802368,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
878372,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
612676,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
734358,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
570270,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
354885,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
456618,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
494462,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
484843,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
814410,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
451757,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
869501,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
824661,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
970863,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1003648,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1047910,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
474256,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
572573,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1041490,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
802785,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
757524,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
537617,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
796872,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
810696,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1035295,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
468261,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
519266,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
534641,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
492934,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
433848,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
417906,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
607298,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1040578,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
457826,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
806573,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1053382,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1040276,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
609040,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
482918,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
394254,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
503970,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
481879,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1039359,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
803822,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
620096,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1033633,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
731689,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1031678,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
546025,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
664561,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
724735,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
660850,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
453629,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1000513,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
433888,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1032990,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
695149,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
978372,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
664914,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
658546,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
859848,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1055212,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
502289,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
493468,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
452808,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
501516,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
755968,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
445472,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
460116,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
354219,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1008183,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
443215,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
886300,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
439119,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
623243,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
691030,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
490299,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
999639,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
696825,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
683134,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
489008,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
832373,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
514494,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
989219,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
557622,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
488478,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
490281,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
734256,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
650023,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
631927,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
849728,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
463417,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
476202,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
500008,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
729785,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1010974,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
875198,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
444208,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
505869,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
428987,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
583860,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
488138,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
653209,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
911806,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
865398,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
500927,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
875044,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
489158,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
553985,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
719724,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
587515,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
511941,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
346965,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
462129,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
892118,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
459885,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
361687,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
488888,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
483238,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
302975,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
603057,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
402203,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
502139,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
370657,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
879843,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
510492,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
288880,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
750151,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
463467,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
619805,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
725181,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
347637,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
713959,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
808954,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
710014,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
477041,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
631677,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
813794,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
456014,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1046047,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
604695,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
625200,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
449093,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
491180,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
555575,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
577704,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
288675,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
434106,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
484984,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
479232,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
490062,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
350186,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
472428,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
547630,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1035884,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
545685,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
448043,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
514537,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
530173,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
610713,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1025314,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
801714,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
969824,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
503303,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
594498,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1024738,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
834895,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
667654,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
556114,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
530154,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
876694,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
965753,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
804565,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
808129,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
514832,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
490338,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
374812,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
797297,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
867738,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
749341,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
362803,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
369342,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
722448,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
988640,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
448322,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
633367,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
588657,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
969156,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1014330,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
373376,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
807517,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1016430,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
487253,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
420363,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
814800,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
432184,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
823243,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1048336,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1050926,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
560674,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
729827,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
873940,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
458469,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
601653,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
978610,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
615260,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
344662,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
734238,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
454335,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
488103,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
368492,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1001113,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
411549,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
856761,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
653843,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
730018,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
978874,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
877058,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
727361,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
977333,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
865446,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1010121,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
489353,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
478446,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
781006,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
470428,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
661328,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
791618,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
479194,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
449708,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
664025,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
361495,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
588575,B,B3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
861722,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
450832,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
488807,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
396135,B,B4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
414047,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
739023,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
793182,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1034441,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
1014358,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
998112,B,B5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
474420,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
359544,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
464433,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
452900,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Not Verified
