LoanID,MemberID,IssueDate,LastPaymentDate,NextPaymentDate,LastCreditPullDate,AddressState,LoanAmount,TotalPayment,Installment,InterestRate,DTI,AnnualIncome,TotalAcc
492518,629926,10-03-2021,13-03-2021,13-04-2021,16-05-2021,TX,24000,28284,785.65,0.1099,0.2319,155000.0,47
746542,945322,11-05-2021,11-06-2021,11-07-2021,16-05-2021,AZ,17400,17574,577.85,0.1199,0.1247,82000.0,13
651424,833289,11-01-2021,13-12-2021,13-01-2022,14-08-2021,MN,2000,2309,64.19,0.0963,0.2174,60000.0,13
543136,700775,10-07-2021,11-06-2021,11-07-2021,13-05-2021,MN,6000,6370,195.73,0.1075,0.0403,36000.0,15
491248,627612,10-03-2021,13-04-2021,13-05-2021,16-05-2021,CA,2800,3265,90.68,0.1025,0.2202,40000.0,20
348340,349269,10-07-2021,13-08-2021,13-09-2021,13-08-2021,NY,8000,9446,262.37,0.1112,0.1972,71000.0,18
511371,660528,10-05-2021,12-09-2021,12-10-2021,14-09-2021,HI,15000,17254,483.16,0.0988,0.1065,32000.0,12
838966,1049089,11-08-2021,14-08-2021,14-09-2021,14-08-2021,NC,13000,15319,425.55,0.1099,0.1638,40000.0,7
506209,652600,10-04-2021,13-05-2021,13-06-2021,16-04-2021,SC,9500,11136,309.32,0.1062,0.1675,38604.0,7
966380,1187042,11-09-2021,14-10-2021,14-11-2021,15-07-2021,NJ,12000,14289,396.92,0.1171,0.1878,38340.0,14
971309,1193030,11-10-2021,12-12-2021,12-01-2022,12-12-2021,NJ,5800,6363,186.91,0.0991,0.2045,25000.0,7
363517,373528,08-11-2021,11-09-2021,11-10-2021,16-05-2021,CA,10200,11883,330.09,0.102,0.1437,44000.0,12
833403,1042995,11-08-2021,14-04-2021,14-05-2021,14-04-2021,CA,2800,3184,90.34,0.0999,0.1727,10560.0,14
485729,618898,10-02-2021,13-03-2021,13-04-2021,13-09-2021,MA,14000,16235,450.95,0.0988,0.2004,37000.0,31
580089,745750,10-09-2021,13-08-2021,13-09-2021,13-08-2021,AZ,12000,14009,389.36,0.1038,0.2229,75000.0,35
480493,597346,10-02-2021,11-10-2021,11-11-2021,16-01-2021,NY,11200,12789,367.4,0.1114,0.0713,150000.0,22
642612,822513,10-12-2021,14-01-2021,14-02-2021,14-01-2021,CA,2375,2729,75.81,0.0925,0.084,71004.0,12
303219,302955,08-03-2021,11-03-2021,11-04-2021,16-05-2021,CA,3000,3472,96.47,0.0976,0.021,100000.0,7
479322,608999,10-01-2021,13-10-2021,13-11-2021,13-10-2021,FL,8000,9365,259.08,0.1025,0.1687,18000.0,10
557245,717476,10-08-2021,13-08-2021,13-09-2021,13-08-2021,NY,4000,4723,131.19,0.1112,0.0599,19820.0,12
619668,794235,10-12-2021,13-12-2021,13-01-2022,13-12-2021,GA,6000,6931,192.54,0.0962,0.2496,35000.0,7
1042944,1273245,11-11-2021,14-12-2021,14-01-2022,15-03-2021,FL,5500,6549,181.92,0.1171,0.1156,55000.0,8
698719,890188,11-03-2021,11-06-2021,11-07-2021,15-06-2021,CO,15000,15381,486.62,0.1037,0.1357,45000.0,15
1031969,1261399,11-11-2021,14-12-2021,14-01-2022,14-12-2021,CA,12000,14289,396.92,0.1171,0.2192,60000.0,11
852888,1065021,11-08-2021,14-09-2021,14-10-2021,16-05-2021,MO,8000,9427,261.88,0.1099,0.1849,32000.0,24
806516,1012703,11-07-2021,13-11-2021,13-12-2021,13-12-2021,FL,3075,3592,100.66,0.1099,0.1631,44000.0,13
844320,1055235,11-08-2021,13-01-2021,13-02-2021,15-10-2021,RI,9600,10801,314.25,0.1099,0.2379,46000.0,17
364645,375331,08-11-2021,11-10-2021,11-11-2021,14-12-2021,PA,1400,1645,45.73,0.1083,0.2184,10000.0,12
345388,345385,08-04-2021,11-01-2021,11-02-2021,12-01-2021,MA,6000,4749,132.24,0.1039,0.0929,61000.0,9
348997,350470,08-06-2021,09-02-2021,09-03-2021,09-02-2021,TX,7500,7975,243.38,0.1039,0.2092,53000.0,19
635605,808567,10-12-2021,13-11-2021,13-12-2021,15-05-2021,CA,12000,13929,387.15,0.0999,0.0973,93000.0,15
761390,961846,11-05-2021,14-06-2021,14-07-2021,16-05-2021,TX,8000,9496,263.78,0.1149,0.226,43000.0,22
493571,631539,10-03-2021,13-03-2021,13-04-2021,16-05-2021,DC,6600,7778,216.06,0.1099,0.1641,70000.0,19
311447,306152,08-04-2021,11-04-2021,11-05-2021,16-05-2021,NJ,12000,14019,389.41,0.1039,0.1875,45900.0,22
413718,467290,09-06-2021,10-11-2021,10-12-2021,16-05-2021,FL,4000,4557,133.26,0.1221,0.036,24000.0,7
566341,728518,10-08-2021,13-09-2021,13-10-2021,15-07-2021,DC,3500,4177,116.02,0.1186,0.0669,42500.0,11
482564,613862,10-02-2021,11-07-2021,11-08-2021,11-07-2021,FL,5600,6293,184.31,0.1136,0.2011,45000.0,13
349221,350778,08-06-2021,11-06-2021,11-07-2021,14-04-2021,MO,3500,4108,114.11,0.1071,0.174,24000.0,6
357683,363922,08-11-2021,11-12-2021,11-01-2022,16-05-2021,MT,3000,3559,98.88,0.1146,0.0358,20800.0,10
55742,114426,08-05-2021,11-06-2021,11-07-2021,12-08-2021,NY,7000,8216,228.22,0.1071,0.1429,65000.0,7
287417,287406,08-03-2021,10-06-2021,10-07-2021,15-10-2021,CA,6000,6950,195.61,0.1071,0.0922,50000.0,20
834743,1044625,11-08-2021,14-03-2021,14-04-2021,14-03-2021,MA,6475,7438,210.73,0.1059,0.0713,53000.0,7
694861,885836,11-03-2021,12-05-2021,12-06-2021,13-10-2021,TX,7000,7711,227.09,0.1037,0.2211,53250.0,20
489446,624480,10-03-2021,13-03-2021,13-04-2021,13-03-2021,CA,3000,3498,97.16,0.1025,0.1345,89523.0,34
694502,885429,11-03-2021,14-03-2021,14-04-2021,16-03-2021,CA,10000,11679,324.42,0.1037,0.2437,30680.0,20
708754,901279,11-03-2021,14-04-2021,14-05-2021,16-04-2021,NY,4500,5312,147.56,0.1111,0.2498,48000.0,19
494883,633714,10-03-2021,13-04-2021,13-05-2021,16-05-2021,NJ,6000,6995,194.31,0.1025,0.2433,62000.0,27
1040121,1270094,11-11-2021,14-12-2021,14-01-2022,16-05-2021,AZ,10000,11907,330.76,0.1171,0.1216,60000.0,20
722880,917749,11-04-2021,14-05-2021,14-06-2021,14-04-2021,OR,6700,7825,217.36,0.1037,0.2341,28600.0,19
860846,1073662,11-08-2021,14-09-2021,14-10-2021,16-05-2021,MN,7000,8369,232.47,0.1199,0.1583,52000.0,25
734249,930746,11-05-2021,14-05-2021,14-06-2021,14-05-2021,WA,3000,3587,99.63,0.1199,0.1509,45000.0,17
616963,791026,10-11-2021,13-12-2021,13-01-2022,13-12-2021,CO,12000,13314,369.82,0.0888,0.085,84300.0,12
428226,506487,10-02-2021,13-03-2021,13-04-2021,13-03-2021,CA,5000,5861,162.8,0.1062,0.216,24000.0,9
1034912,1264747,11-11-2021,14-12-2021,14-01-2022,15-01-2021,NY,10000,11907,330.76,0.1171,0.1099,50000.0,16
852421,1064476,11-08-2021,13-12-2021,13-01-2022,13-12-2021,CA,5000,5906,166.05,0.1199,0.1883,34800.0,11
362107,371155,08-11-2021,11-11-2021,11-12-2021,14-05-2021,MA,21000,24690,685.83,0.1083,0.1438,58000.0,11
811519,1018561,11-07-2021,14-07-2021,14-08-2021,14-07-2021,FL,7500,8838,245.51,0.1099,0.204,25000.0,25
982070,1205266,11-10-2021,14-03-2021,14-04-2021,14-03-2021,NY,16500,19594,553.49,0.1269,0.1544,92000.0,10
600809,771061,10-10-2021,11-05-2021,11-06-2021,11-05-2021,NJ,7200,7551,233.55,0.1036,0.1905,30000.0,19
582650,748761,10-09-2021,11-10-2021,11-11-2021,11-09-2021,WI,5000,5515,165.74,0.1186,0.1483,50000.0,15
350108,352057,08-06-2021,11-03-2021,11-04-2021,16-05-2021,VA,5750,6612,184.06,0.0945,0.1456,95800.0,25
348584,349818,08-06-2021,11-06-2021,11-07-2021,12-12-2021,OR,4000,4630,128.62,0.0976,0.096,12000.0,5
477924,606591,10-01-2021,12-12-2021,12-01-2022,12-11-2021,IL,3000,3558,98.91,0.1148,0.0305,38500.0,9
1033679,1263255,11-11-2021,14-10-2021,14-11-2021,14-10-2021,MO,4800,5624,156.36,0.1065,0.1182,26000.0,19
651668,833578,11-01-2021,12-01-2021,12-02-2021,16-03-2021,WV,1500,1599,48.41,0.1,0.1107,35000.0,9
572885,736907,10-08-2021,13-09-2021,13-10-2021,13-09-2021,FL,5750,6783,187.57,0.1075,0.1595,34000.0,18
427765,505613,09-07-2021,12-05-2021,12-06-2021,16-05-2021,WI,2650,3130,87.09,0.1126,0.208,48000.0,15
981670,1204838,11-10-2021,14-10-2021,14-11-2021,14-10-2021,NC,6600,7859,218.31,0.1171,0.144,26000.0,10
749515,948757,11-05-2021,13-12-2021,13-01-2022,13-11-2021,TX,4250,4983,139.12,0.1099,0.0807,27500.0,13
545418,703445,10-07-2021,13-03-2021,13-04-2021,13-06-2021,SC,5850,6645,191.86,0.1112,0.1717,46000.0,11
770872,972591,11-06-2021,12-11-2021,12-12-2021,16-01-2021,CA,13250,14905,433.73,0.1099,0.2422,38400.0,15
485610,618701,10-02-2021,12-04-2021,12-05-2021,12-04-2021,RI,13000,14927,421.01,0.1025,0.1366,50000.0,15
1035030,1264640,11-11-2021,14-05-2021,14-06-2021,14-05-2021,OK,12000,13977,390.88,0.1065,0.1687,55000.0,23
1039671,1269620,11-11-2021,14-12-2021,14-01-2022,16-05-2021,HI,10000,11726,325.74,0.1065,0.2415,40000.0,18
921419,1141970,11-10-2021,14-11-2021,14-12-2021,14-10-2021,CA,10000,11726,325.74,0.1065,0.1299,70000.0,16
1046931,1278000,11-12-2021,13-01-2021,13-02-2021,16-04-2021,CO,3000,3326,99.23,0.1171,0.1068,30000.0,18
353371,356980,08-08-2021,11-08-2021,11-09-2021,16-05-2021,CA,7500,8170,226.96,0.1033,0.0862,68608.0,7
1042047,1272319,11-11-2021,14-12-2021,14-01-2022,16-05-2021,CA,10000,11907,330.76,0.1171,0.0711,52000.0,13
462230,578108,09-12-2021,12-12-2021,12-01-2022,16-04-2021,FL,3000,3609,99.41,0.1183,0.1931,58000.0,20
1038230,1268130,11-11-2021,14-12-2021,14-01-2022,16-04-2021,NY,12000,14289,396.92,0.1171,0.1799,83000.0,15
504111,648972,10-04-2021,13-04-2021,13-05-2021,16-05-2021,FL,8000,9528,263.29,0.1136,0.0552,25000.0,6
409473,459351,09-06-2021,10-10-2021,10-11-2021,16-04-2021,WA,6500,7237,212.64,0.1095,0.1338,59000.0,11
850448,1062272,11-08-2021,12-03-2021,12-04-2021,15-12-2021,TX,7800,8221,251.65,0.0999,0.2195,80000.0,31
721079,915594,11-04-2021,14-04-2021,14-05-2021,16-05-2021,CA,13000,15020,417.22,0.0963,0.1094,34000.0,26
679356,867846,11-02-2021,14-03-2021,14-04-2021,16-05-2021,MA,13600,15798,438.84,0.1,0.1285,68000.0,12
1041378,1271395,11-11-2021,13-09-2021,13-10-2021,16-04-2021,NC,12000,13676,390.88,0.1065,0.1943,42000.0,11
648686,829888,11-01-2021,11-10-2021,11-11-2021,15-10-2021,WA,8000,8500,255.33,0.0925,0.186,60400.0,47
444805,542697,09-10-2021,12-01-2021,12-02-2021,12-01-2021,TX,13800,15701,457.25,0.1183,0.2086,55000.0,20
540204,697429,10-07-2021,13-03-2021,13-04-2021,13-03-2021,CA,3000,3533,98.39,0.1112,0.0814,28800.0,11
404663,451507,09-05-2021,11-12-2021,11-01-2022,11-12-2021,CT,5600,6642,184.88,0.1158,0.1778,38004.0,21
523323,677070,10-06-2021,13-06-2021,13-07-2021,13-06-2021,AZ,5300,6291,174.75,0.1149,0.0354,47500.0,9
482613,613914,10-02-2021,13-03-2021,13-04-2021,13-03-2021,CA,12000,14140,392.83,0.1099,0.1414,78500.0,11
1047168,1278045,11-12-2021,12-06-2021,12-07-2021,12-06-2021,NY,10625,11246,355.04,0.1242,0.2336,30000.0,26
288099,288096,08-03-2021,11-03-2021,11-04-2021,15-07-2021,CA,7000,8216,228.22,0.1071,0.2148,30000.0,16
1045468,1275875,11-12-2021,14-10-2021,14-11-2021,16-05-2021,CA,15000,17577,488.6,0.1065,0.2158,69000.0,19
583657,749977,10-10-2021,13-11-2021,13-12-2021,13-11-2021,NM,2400,2773,77.02,0.0962,0.0483,42000.0,5
876377,1091023,11-09-2021,14-09-2021,14-10-2021,14-09-2021,CO,3600,4257,117.85,0.1099,0.1822,21600.0,27
876873,1091508,11-09-2021,13-02-2021,13-03-2021,13-03-2021,OR,7000,7916,230.8,0.1149,0.1252,62100.0,15
881975,1097131,11-09-2021,12-10-2021,12-11-2021,14-12-2021,MA,7200,8021,241.53,0.1269,0.0565,52000.0,8
1056186,1287764,11-12-2021,14-12-2021,14-01-2022,14-12-2021,PA,6400,7729,214.69,0.1269,0.1433,35000.0,18
770060,971632,11-06-2021,12-07-2021,12-08-2021,15-06-2021,CA,10000,10922,322.63,0.0999,0.1085,120000.0,35
1027375,1256726,11-11-2021,12-12-2021,12-01-2022,16-05-2021,NJ,14400,15471,469.06,0.1065,0.0944,45000.0,16
678381,866679,11-02-2021,14-01-2021,14-02-2021,16-05-2021,CA,6000,7003,194.65,0.1037,0.1992,40000.0,30
299597,299594,08-03-2021,11-04-2021,11-05-2021,12-08-2021,PA,6000,7025,194.71,0.1039,0.1388,39684.0,27
1036604,1266273,11-11-2021,14-03-2021,14-04-2021,16-05-2021,CA,10000,11922,335.45,0.1269,0.1353,70000.0,18
347512,344996,08-05-2021,11-05-2021,11-06-2021,12-02-2021,OK,7500,5846,162.39,0.0976,0.1563,38168.0,13
559498,720226,10-08-2021,13-01-2021,13-02-2021,16-05-2021,CA,8650,10173,285.21,0.1149,0.0466,69000.0,8
1043187,1273291,11-11-2021,13-03-2021,13-04-2021,13-08-2021,FL,5000,5645,167.08,0.1242,0.0399,80000.0,18
517790,669224,10-05-2021,11-05-2021,11-06-2021,16-05-2021,CA,4500,4864,147.31,0.1099,0.0446,84998.64,16
847707,1059238,11-08-2021,14-08-2021,14-09-2021,16-05-2021,NY,15000,17804,494.57,0.1149,0.1257,90000.0,31
1040330,1270296,11-11-2021,12-10-2021,12-11-2021,16-05-2021,CA,12000,13110,400.99,0.1242,0.1685,62400.0,28
842187,1052835,11-08-2021,13-10-2021,13-11-2021,13-12-2021,IL,2500,2927,83.03,0.1199,0.151,44500.0,12
452846,559339,09-10-2021,12-11-2021,12-12-2021,16-05-2021,GA,8000,9638,267.74,0.1253,0.2075,44000.0,13
481467,612353,10-02-2021,11-09-2021,11-10-2021,15-04-2021,CA,10000,11210,322.11,0.0988,0.1961,23624.95,14
414189,468183,09-06-2021,10-11-2021,10-12-2021,16-03-2021,VA,13500,15107,441.64,0.1095,0.0918,43000.0,22
671966,859031,11-02-2021,14-03-2021,14-04-2021,16-04-2021,NY,14400,16728,464.65,0.1,0.181,72000.0,24
1034507,1264321,11-11-2021,14-12-2021,14-01-2022,14-12-2021,CO,13000,15638,434.4,0.1242,0.0777,38000.0,8
680291,869055,11-02-2021,14-03-2021,14-04-2021,15-03-2021,CA,10000,11805,327.91,0.1111,0.0806,60000.0,21
708288,900765,11-03-2021,14-04-2021,14-05-2021,16-02-2021,NY,3500,4088,113.55,0.1037,0.2191,42000.0,61
574876,739500,10-09-2021,10-12-2021,10-01-2022,16-05-2021,IL,7000,7120,227.13,0.1038,0.1275,45000.0,13
642513,822364,11-01-2021,13-08-2021,13-09-2021,16-05-2021,DE,4375,4985,138.88,0.0888,0.2069,96000.0,23
468102,589383,09-12-2021,11-05-2021,11-06-2021,11-05-2021,IL,2100,2375,69.24,0.1148,0.1339,33600.0,23
1056866,1288420,11-12-2021,12-05-2021,12-06-2021,12-06-2021,IL,6000,6254,195.44,0.1065,0.0799,55000.0,12
503622,648232,10-04-2021,13-05-2021,13-06-2021,13-04-2021,VA,14400,16881,468.86,0.1062,0.12,36000.0,8
587028,754102,10-09-2021,13-01-2021,13-02-2021,16-05-2021,NY,16000,18555,524.73,0.1112,0.1612,55000.0,20
351125,353586,08-07-2021,11-07-2021,11-08-2021,11-07-2021,UT,7200,8373,232.6,0.1008,0.1809,38000.0,16
609493,781779,10-11-2021,13-11-2021,13-12-2021,13-11-2021,NJ,4000,4646,129.05,0.0999,0.108,20000.0,10
347239,347712,08-05-2021,11-05-2021,11-06-2021,16-05-2021,NJ,5000,5841,162.26,0.1039,0.1218,54996.0,16
378475,403744,09-02-2021,12-03-2021,12-04-2021,15-09-2021,PA,6150,7376,204.89,0.1221,0.222,29400.0,24
501189,644082,10-04-2021,13-04-2021,13-05-2021,13-04-2021,MA,5050,5952,165.32,0.1099,0.2152,27600.0,25
1016175,1243674,11-11-2021,14-11-2021,14-12-2021,14-11-2021,NY,6000,6981,193.35,0.0991,0.1643,45000.0,22
503656,648279,10-04-2021,13-05-2021,13-06-2021,13-04-2021,CA,3000,3510,96.64,0.0988,0.1349,50000.0,11
378236,403139,09-02-2021,12-03-2021,12-04-2021,15-12-2021,FL,2500,3032,82.91,0.1189,0.1713,21996.0,45
824279,1032931,11-07-2021,13-01-2021,13-02-2021,16-05-2021,VA,5600,6317,185.98,0.1199,0.035,69600.0,24
773354,975386,11-06-2021,14-06-2021,14-07-2021,16-05-2021,MA,3000,3484,96.79,0.0999,0.2112,45000.0,23
805064,1011036,11-07-2021,13-01-2021,13-02-2021,14-11-2021,NY,2050,2307,66.72,0.1059,0.1166,25000.0,7
439291,530438,09-09-2021,11-02-2021,11-03-2021,11-03-2021,FL,8000,9094,265.08,0.1183,0.0812,65004.0,49
490444,626214,10-03-2021,13-03-2021,13-04-2021,16-05-2021,CA,15000,17584,488.4,0.1062,0.2256,81960.0,32
436519,522829,09-08-2021,12-03-2021,12-04-2021,16-04-2021,RI,6000,7151,199.8,0.1218,0.1443,45000.0,14
1033249,1262815,11-11-2021,13-04-2021,13-05-2021,13-04-2021,NY,18000,20440,601.48,0.1242,0.074,90000.0,23
423936,499342,09-07-2021,10-06-2021,10-07-2021,13-02-2021,MI,13600,14875,453.09,0.1221,0.2218,70000.0,21
659954,844072,11-01-2021,12-07-2021,12-08-2021,15-03-2021,SC,2725,3022,87.46,0.0963,0.052,27000.0,10
1012989,1240148,11-11-2021,14-11-2021,14-12-2021,14-11-2021,IL,7200,8353,232.02,0.0991,0.1278,38400.0,14
1052871,1284421,11-12-2021,14-06-2021,14-07-2021,14-06-2021,WA,2700,3117,87.01,0.0991,0.1016,45000.0,12
502690,646579,10-04-2021,13-04-2021,13-05-2021,15-04-2021,AZ,17000,19714,547.58,0.0988,0.1891,175000.0,56
507836,655055,10-05-2021,13-02-2021,13-03-2021,14-08-2021,NY,16200,18866,524.64,0.1025,0.1743,42000.0,30
722895,917764,11-04-2021,14-04-2021,14-05-2021,16-05-2021,MD,15000,17518,486.62,0.1037,0.1011,61500.0,17
985795,1209278,11-10-2021,13-12-2021,13-01-2022,16-05-2021,VA,10000,11737,330.76,0.1171,0.1699,38700.0,24
476275,603247,10-02-2021,13-02-2021,13-03-2021,16-05-2021,NY,15000,17774,493.67,0.1136,0.041,50000.0,5
531728,687393,10-06-2021,13-01-2021,13-02-2021,16-02-2021,NJ,25000,29666,828.69,0.1186,0.169,84996.0,14
429159,508340,09-07-2021,12-08-2021,12-09-2021,14-05-2021,NJ,12000,14197,394.36,0.1126,0.1739,45000.0,24
439703,531570,09-09-2021,12-09-2021,12-10-2021,12-09-2021,OH,2375,2833,78.7,0.1183,0.1648,60000.0,41
704959,896966,11-03-2021,13-07-2021,13-08-2021,16-04-2021,PA,11500,13357,375.09,0.1074,0.1498,74000.0,29
475252,601492,10-01-2021,13-01-2021,13-02-2021,13-02-2021,OH,8500,10241,284.47,0.1253,0.2197,42000.0,16
451474,556250,09-11-2021,11-11-2021,11-12-2021,11-11-2021,KS,25000,29172,824.22,0.1148,0.0589,66000.0,28
431785,512754,09-08-2021,11-02-2021,11-03-2021,15-10-2021,KY,11000,12452,360.84,0.1114,0.1952,47160.0,28
723276,918191,11-04-2021,13-05-2021,13-06-2021,13-06-2021,CA,6000,6868,193.61,0.1,0.0381,50100.0,12
782644,985657,11-06-2021,14-01-2021,14-02-2021,14-02-2021,AL,4800,5728,159.71,0.1212,0.2208,60000.0,27
455627,565119,09-11-2021,11-07-2021,11-08-2021,16-04-2021,CT,8400,9700,281.12,0.1253,0.0836,140000.0,41
501899,645241,10-04-2021,13-04-2021,13-05-2021,15-11-2021,OK,10000,11786,327.36,0.1099,0.1068,22800.0,5
483096,614673,10-02-2021,13-02-2021,13-03-2021,15-09-2021,CA,10000,11785,327.36,0.1099,0.1615,24000.0,21
990370,1214344,11-10-2021,14-11-2021,14-12-2021,14-11-2021,NV,4500,5434,150.96,0.1269,0.135,60000.0,27
1033743,1263521,11-11-2021,14-04-2021,14-05-2021,16-05-2021,NY,4250,5080,142.57,0.1269,0.0926,50000.0,16
1035771,1265401,11-11-2021,14-12-2021,14-01-2022,16-05-2021,LA,19600,22738,631.61,0.0991,0.2253,45000.0,24
402067,446495,09-05-2021,10-01-2021,10-02-2021,16-05-2021,TX,12500,13360,410.8,0.1126,0.1221,52000.0,18
468101,589378,09-12-2021,10-07-2021,10-08-2021,10-07-2021,CA,1600,1684,52.49,0.1114,0.0045,70000.0,11
1041954,1272202,11-11-2021,14-05-2021,14-06-2021,15-04-2021,OR,14000,16772,469.63,0.1269,0.1589,45000.0,19
467013,587035,09-12-2021,12-12-2021,12-01-2022,12-12-2021,CA,12500,14836,412.11,0.1148,0.0163,65000.0,31
481536,612446,10-02-2021,11-11-2021,11-12-2021,11-11-2021,IL,3000,3403,97.16,0.1025,0.2361,28000.0,21
297783,297780,08-03-2021,11-04-2021,11-05-2021,07-08-2021,CA,20000,23259,646.1,0.1008,0.0686,150000.0,10
553920,408928,10-07-2021,13-08-2021,13-09-2021,13-08-2021,KY,1000,1187,32.98,0.1149,0.1748,27600.0,21
467851,588862,09-12-2021,12-07-2021,12-08-2021,12-08-2021,NV,11000,13196,368.13,0.1253,0.1678,50000.0,11
445902,544885,09-10-2021,12-02-2021,12-03-2021,14-11-2021,CA,1800,2147,60.24,0.1253,0.1521,28000.0,19
442869,538200,09-09-2021,12-10-2021,12-11-2021,12-09-2021,NY,10000,11810,328.04,0.1114,0.2213,45000.0,21
364583,375239,08-12-2021,11-12-2021,11-01-2022,16-05-2021,CO,18200,21398,594.39,0.1083,0.1883,45000.0,18
885944,1101724,11-09-2021,13-10-2021,13-11-2021,16-03-2021,NY,2675,3037,86.21,0.0991,0.1217,18144.0,8
874158,1088555,11-09-2021,14-09-2021,14-10-2021,14-09-2021,CA,7000,8309,230.8,0.1149,0.183,72000.0,37
558597,719060,10-08-2021,13-08-2021,13-09-2021,13-08-2021,CA,7500,8951,248.61,0.1186,0.2145,40000.0,16
488396,622823,10-02-2021,13-03-2021,13-04-2021,16-03-2021,CA,8000,9479,263.29,0.1136,0.0895,76000.0,38
788794,992579,11-06-2021,13-04-2021,13-05-2021,13-04-2021,CO,8000,9154,261.88,0.1099,0.0493,45000.0,63
639472,818683,11-01-2021,12-07-2021,12-08-2021,15-01-2021,NJ,10000,11091,320.94,0.0963,0.1072,43000.0,29
464841,582878,09-12-2021,10-10-2021,10-11-2021,13-08-2021,NY,2500,2707,82.01,0.1114,0.062,55000.0,13
729661,925462,11-04-2021,14-05-2021,14-06-2021,15-10-2021,MD,6000,7083,196.75,0.1111,0.248,45000.0,26
758239,958376,11-05-2021,14-06-2021,14-07-2021,16-04-2021,AZ,4000,4714,130.94,0.1099,0.187,41000.0,9
480530,610899,10-02-2021,13-02-2021,13-03-2021,13-02-2021,FL,5000,5861,162.8,0.1062,0.0706,25000.0,13
468463,590022,09-12-2021,13-01-2021,13-02-2021,16-05-2021,CA,10000,11810,328.04,0.1114,0.1079,170000.0,17
865872,1079151,11-09-2021,13-09-2021,13-10-2021,13-09-2021,CO,18000,20298,580.73,0.0999,0.2167,66000.0,16
466516,586023,09-12-2021,11-02-2021,11-03-2021,11-02-2021,WA,6000,6638,197.82,0.1148,0.119,75000.0,17
429324,508634,09-07-2021,12-08-2021,12-09-2021,16-04-2021,MA,5500,6566,182.41,0.1189,0.1794,43000.0,14
732581,928801,11-04-2021,14-02-2021,14-03-2021,16-05-2021,CA,7500,8654,240.71,0.0963,0.0506,64800.0,16
297256,297223,08-03-2021,11-04-2021,11-05-2021,16-03-2021,ID,6150,7251,201.44,0.1103,0.171,35713.6,6
377687,360670,09-11-2021,11-04-2021,11-05-2021,11-05-2021,TX,4000,4589,134.54,0.1287,0.1008,21300.0,10
358778,365583,08-10-2021,11-11-2021,11-12-2021,12-11-2021,CA,8000,9535,264.88,0.1178,0.0909,52000.0,10
608067,779991,10-11-2021,11-04-2021,11-05-2021,14-01-2021,VA,12250,12845,408.23,0.1223,0.1628,61400.0,31
542233,699776,10-07-2021,13-07-2021,13-08-2021,15-01-2021,CA,10000,12236,339.89,0.1361,0.1228,59200.0,10
678588,866925,11-02-2021,14-03-2021,14-04-2021,15-08-2021,TX,15000,18210,505.85,0.1306,0.2085,48000.0,13
480240,610366,10-01-2021,10-03-2021,10-04-2021,16-05-2021,NJ,14000,14153,472.43,0.1311,0.2134,73000.0,33
492659,630108,10-03-2021,13-03-2021,13-04-2021,13-03-2021,GA,17000,20653,573.67,0.1311,0.2077,85500.0,56
415767,483608,09-07-2021,10-04-2021,10-05-2021,10-04-2021,CA,9150,9841,309.0,0.1316,0.2166,43000.0,7
468735,590579,09-12-2021,10-10-2021,10-11-2021,13-12-2021,CA,12000,13108,407.63,0.1357,0.1148,100000.0,15
417234,486362,09-06-2021,12-01-2021,12-02-2021,12-01-2021,MA,3200,3866,108.07,0.1316,0.1206,63000.0,11
487191,621001,10-02-2021,11-03-2021,11-04-2021,11-03-2021,OR,13000,14525,441.02,0.1348,0.2466,40000.0,17
480085,610143,10-02-2021,11-11-2021,11-12-2021,11-12-2021,LA,1800,2119,61.07,0.1348,0.013,510000.0,14
553401,713038,10-07-2021,11-08-2021,11-09-2021,11-08-2021,VA,7750,8720,266.2,0.1435,0.1965,24000.0,8
488779,253680,10-03-2021,10-07-2021,10-08-2021,10-07-2021,CA,20000,20916,685.69,0.1422,0.2293,180000.0,33
351338,353908,08-07-2021,11-07-2021,11-08-2021,11-07-2021,CO,7500,8843,245.65,0.1103,0.2112,58000.0,9
374259,387938,09-01-2021,12-02-2021,12-03-2021,16-05-2021,AL,11000,13253,368.13,0.1253,0.1935,93000.0,25
540369,697663,10-07-2021,13-05-2021,13-06-2021,13-05-2021,PA,7000,8461,236.64,0.1323,0.0869,71000.0,26
966325,1187196,11-09-2021,14-04-2021,14-05-2021,16-05-2021,UT,12000,14565,407.17,0.1349,0.1957,65000.0,39
486113,619449,10-02-2021,13-03-2021,13-04-2021,16-05-2021,OR,14400,17681,491.1,0.1385,0.127,100000.0,9
493897,632100,10-03-2021,11-04-2021,11-05-2021,16-05-2021,CA,17500,19755,596.82,0.1385,0.2319,49270.0,32
495659,634922,10-03-2021,13-04-2021,13-05-2021,13-03-2021,CA,16000,19645,545.67,0.1385,0.1492,51000.0,19
621311,796281,10-11-2021,13-12-2021,13-01-2022,15-10-2021,MO,7050,8459,234.94,0.1223,0.1143,25200.0,10
493922,632142,10-03-2021,11-03-2021,11-04-2021,11-03-2021,TX,10000,11107,335.67,0.1273,0.0271,21000.0,9
996417,1221048,11-10-2021,13-08-2021,13-09-2021,14-09-2021,NY,14000,16499,475.03,0.1349,0.0598,113000.0,15
1044444,1274792,11-11-2021,15-01-2021,15-02-2021,15-01-2021,CO,6000,7329,203.59,0.1349,0.1584,30000.0,17
